chapter,shlok,text,id,list_metaphors,count_metaphors,refined,verb_refined,count_met_ref,count_verb_ref
5,13," The embodied self, mentally resigning all actions as belonging to the city of nine gates (i.e., the body) and becoming self-controlled, dwells happily, neither himself acting nor causing the body to act.",5.13,"['resign', 'belonging to', 'dwell']",3,"['resign', 'belonging to', 'dwell']",[],3,0
5,14," The lord of the body (the self i.e., the Jiva) does not create agency, nor actions, nor union with the fruits of actions in relation to the world of selves. It is only the inherent tendencies that function.",5.14,"['lor', 'union with', 'fruits', 'world']",4,"['lor', 'union with', 'fruits', 'world']",[],4,0
5,15, The all-pervading One takes away neither the sin nor the merit of any one. Knowledge is enveloped by ignorance. Creatures are thery deluded.,5.15,"['takes away', 'enveloped']",2,"['takes away', 'enveloped']","['takes away', 'enveloped']",2,2
5,16," But for those in whom this ignorance is destroyed by the knowledge of the self, that knowledge, in their case, is supreme and shines like the sun.",5.16,"['in', 'this', 'destroy', 'in', 'suprem', 'shines', 'sun']",7,"['destroy', 'suprem', 'shines', 'sun']",[],4,0
5,17," Those whose intellects pursue It (the self), whose minds think about It, who undergo discipline for It, and who hold It as their highest object, have their impurities cleansed by knowledge and go whence there is no return.",5.17,"['pursue', 'about', 'go', 'hold', 'highest object', 'have', 'imp', 'cleansed', 'return']",9,"['pursue', 'go', 'hold', 'highest object', 'have', 'imp', 'cleansed', 'return']","['go', 'have', 'cleansed']",8,3
5,18," The sages look with an eal eye on one endowed with learning and humility, a Brahmana, a cow, an elephant, a dog and a dog-eater.",5.18,"['eal', 'on', 'with']",3,['eal'],[],1,0
5,19," Here itself Samsara is overcome by those whose minds rest in ealness. For the Brahman (individual self), when uncontaminated by Prakrti, is the same everywhere. Therefore they abide in Brahman.",5.19,"['Here', 'overcome', 'rest in', 'uncontamina', 'in']",5,"['Here', 'overcome', 'rest in', 'uncontamina']",[],4,0
5,20," He who knows Brahman (individual self) and abides in Brahman, whose mind is steadfastly on the self and undeluded by the body consciousness - he neither rejoices at gaining what is pleasant, nor grieves on obtaining what is unpleasant.",5.20,"['in', 'ste', 'fast', 'on', 'undeluded', 'at', 'on']",7,"['ste', 'fast', 'undeluded']",[],3,0
5,21," He whose mind is detached from external contact, and finds happiness in the self - he has his mind engaged in the contemplation of Brahman and he enjoys undecaying bliss.",5.21,"['detach', 'from', 'contact', 'find', 'in', 'has', 'engaged in', 'undecaying']",8,"['detach', 'contact', 'find', 'has', 'engaged in', 'undecaying']","['find', 'has', 'engaged in', 'undecaying']",6,4
5,22," For those pleasures that are born of contact are wombs or pain. They have a beginning and an end, O Arjuna. The wise do not rejoice in them.",5.22,"['those', 'born', 'wo', 'have', 'end', 'in']",6,"['born', 'wo', 'have', 'end']","['wo', 'have']",4,2
5,23," He who is able, even here, before he is released from the body, to bear the impulse generated by desire and wrath, he is a Yogin (competent for self-realisation); he is the happy man.",5.23,"['bear', 'impulse generate']",2,"['bear', 'impulse generate']",[],2,0
5,24," He whose  joy is within, pleasure is within, and similarly light is within - he is a Yogin, who having become the Brahman, attains the bliss of the Brahman.",5.24,['s'],1,['s'],[],1,0
5,25," The sages who are free from the pairs of opposites, whose minds are well subdued and who are devoted to the welfare of all beings, become cleansed of all impurities and attain the bliss of the Brahman.",5.25,"['free from', 'devo', 'to', 'at']",4,"['free from', 'devo']",[],2,0
5,26," To those who are free from desire and wrath, who are wont to exert themselves, whose thought is controlled, and who have conered it - the beatitude of the Brahman is close at hand.",5.26,"['To', 'free from', 'exert', 'control', 'coner', 'be', 'close at hand']",7,"['free from', 'exert', 'control', 'coner', 'be', 'close at hand']",['be'],6,1
5,27," Shutting off outward contacts, fixing the gaze between the eye-brows, ealising inward and outward breaths moving in the nostrils;",5.27,"['fix', 'ealis', 'moving']",3,"['fix', 'ealis', 'moving']",['moving'],3,1
5,28," The sage who has controlled his senses, mind and intellect, who is intent on release as his final goal, freed for ever from desire, fear and wrath - is indeed liberated forever.",5.28,"['control', 'on release', 'goal', 'freed', 'from']",5,"['control', 'on release', 'goal', 'freed']",[],4,0
5,29," Knowing Me as the enjoyer of all sacrifices and austerities, as the Supreme Lord of all the worlds, as the Friend of every being, he attains peace.",5.29,"['Lord', 'attains']",2,"['Lord', 'attains']",[],2,0
6,1," The Lord said  He who performs works that ought to be done without seeking their fruits - he is a Sannyasin and Yogin, and not he who maintains no sacred fires and performs no actions.",6.1,"['Lord', 'without', 'fruits', 'maintain', 'sacred fires']",5,"['Lord', 'fruits', 'maintain', 'sacred fires']",[],4,0
6,2," That which is called Sannyasa (Jnana Yoga), know that to be Yoga (Karma Yoga), O Arjuna. For (among Karma Yogins) no one whose delusive identification of the body with the self is not abandoned, becomes a true Karma Yogin.",6.2,"['That', 'know that', '', 'with', 'abandon']",5,"['know that', 'abandon']",[],2,0
6,3," Action is said to be the means for the sage who seeks to climb the heights of Yoga; but when he has climbed the heights of Yoga, tranillity is said to be the means.",6.3,"['means', 'sage', 'se', 'climb', 'heights', 'climb', 'heights', 'means']",8,"['means', 'sage', 'se', 'climb', 'heights', 'climb', 'heights', 'means']",[],8,0
6,4," For, when one loses attachment for the things of the senses and to actions, then has the abandoned all desires and is said to have climbed the heights of Yoga.",6.4,"['los', 'attachment', 'things', 'to', 'abandon', 'climbed', 'heights']",7,"['los', 'attachment', 'things', 'abandon', 'climbed', 'heights']",[],6,0
6,5," One should raise the self by his own mind and not allow the self to sink; for the mind alone is the friend of the self, and the mind alone is the foe of the slef.",6.5,"['raise', 'sink', 'friend', 'foe']",4,"['raise', 'sink', 'friend', 'foe']",[],4,0
6,6," The mind is the friend of him by whom the mind has been conered. But for him whose mind is not conered, the mind, like an enemy, remains hostile.",6.6,"['friend', 'conered', 'coner', 'enemy', 'hostile']",5,"['friend', 'conered', 'coner', 'enemy', 'hostile']",['conered'],5,1
6,7," Of him whose mind is conered and who is serene, the great self is well secured in heat and cold, in pleasure and pain, and in honour and dishonour.",6.7,"['conered', 'great', 'secure', 'in', 'in', 'in']",6,"['conered', 'great', 'secure']",['conered'],3,1
6,8," The Yogin whose mind is content with knowledge of the self and also of knowledge of the difference of the self from Prakrti, who is established in the self, whose senses are subdued and to whom earth, stone and gold seem all alike, is called integrated.",6.8,"['content with', 'from', 'in', 'to', 'integrat']",5,"['content with', 'integrat']",[],2,0
6,9," He who regards with an eal eye well-wishers, friends, foes, the indifferent, neutrals, the hateful, the relations, and even the good and the sinful - he excels.",6.9,"['with', 'eal']",2,['eal'],[],1,0
6,10," The Yogin should constantly fix his mind on Yoga, remaining in a solitary place all alone, controlling his thought and mind, free from desire and sense of possession.",6.10,"['fix', 'on', 'control', 'free from', 'sense']",5,"['fix', 'control', 'free from', 'sense']",[],4,0
6,11," Having established for himself, in a clean spot, a firm seat, which is neither too hight nor too low, and covering it with cloth, deer-skin and Kusa grass in the reverse order -",6.11,"['in', 'se']",2,['se'],[],1,0
6,12," There, sitting on the seat, with the mind concentrated and holding the mind and senses in check, he should practise Yoga for the purification of the self.",6.12,"['with', 'holding', 'in']",3,['holding'],['holding'],1,1
6,13," Holding the trunk, head and neck erect, motionless and steady, gazing at the tip of the nose, and looking not in any direction;",6.13,['in'],1,[],[],0,0
6,14," Serene and fearless, firm in the vow of celibacy, holding the mind in check and fixing the thought on Me, he should sit in Yoga, intent on Me.",6.14,"['firm in', 'holding', 'in', 'fixing', 'on', 'in', 'on']",7,"['firm in', 'holding', 'fixing']","['holding', 'fixing']",3,2
6,15," Ever applying his mind in this way, the Yogin of controlled mind, attains the peace which is the summit of beatitude and which abides in Me.",6.15,"['apply', 'in this way', 'controlled', 'a', 'summit', 'abides in']",6,"['apply', 'in this way', 'controlled', 'summit', 'abides in']","['apply', 'controlled']",5,2
6,16," Yoga is not for him who over-eats, nor for him who fasts excessively; not for him, O Arjuna, who sleeps too much, nor for him who stays awake too long.",6.16,[],0,[],[],0,0
6,17," Yoga becomes the destroyer of sorrows to him who is temperate in food and recreation, who is temperate in actions, who is temperate in sleep and wakefulness.",6.17,"['destroyer', 'sorrows to', 'in', 'in', 'in']",5,"['destroyer', 'sorrows to']",[],2,0
6,18," When the subdued mind rests on the self alone, then, free of all yearning for objects of desire, one is said to be fit for Yoga.",6.18,"['du', 'rest', 'on', 'free', 'object', 'fit']",6,"['du', 'rest', 'free', 'object', 'fit']",[],5,0
6,19, 'A lamp does not flicker in a windless place' - that is the simile employed for the subdued mind of a Yogin who practises Yoga.,6.19,"['that', '', 'dued']",3,['dued'],['dued'],1,1
6,20," Where the mind, controlled by the practice of Yoga, rests and where seeing the self by the self one is delighted by the self only;",6.20,"['Where', 'control', 'rest', 'where']",4,"['Where', 'control', 'rest', 'where']",[],4,0
6,21," Where one knows that infinite happiness which can be grasped by the intellect but is beyond the grasp of the senses, wherein established one swerves not from that condition;",6.21,"['Where', 'gras', 'beyond', 'gras', 'wherein', 'swer', 'from that']",7,"['Where', 'gras', 'gras', 'wherein', 'swer', 'from that']",[],6,0
6,22," Which, having gained, one holds there is no greater gain beyond it; wherein established, one is not moved even by the heaviest sorrow -",6.22,"['holds', 'greater', 'beyond', 'wherein', 'moved', 'heavi', 'sorrow']",7,"['holds', 'greater', 'wherein', 'moved', 'heavi', 'sorrow']","['holds', 'moved']",6,2
6,23, Know this deliverance from association with misery to be Yoga. This Yoga must be practised with determination and with a mind free from despondency.,6.23,"['this deliver', 'from', 'with', 'This', 'with', 'with', 'free from']",7,"['this deliver', 'free from']",[],2,0
6,24, Renouncing entirely all desires born of volition and restraining the mind from all the senses on all sides;,6.24,"['born', 'restraining', 'from', 'on', 'side']",5,"['born', 'restraining', 'side']",['restraining'],3,1
6,25," Little by little one should withdraw oneself from the objects other than the self with the help of the intellect held by firm resolution; and then one should think of nothing else, having fixed the mind upon the self.",6.25,"['withdraw', 'from', 'with', 'held', 'firm', 'fixed', 'upon']",7,"['withdraw', 'held', 'firm', 'fixed']",['fixed'],4,1
6,26," Wherever the fickle and unsteady mind wanders, he should subdue it then and there bring it back under the control of the self alone.",6.26,"['le', 'unsteady', 'wanders', 'bring', 'back under', 'control']",6,"['le', 'unsteady', 'wanders', 'bring', 'back under', 'control']",[],6,0
6,27," For supreme happiness comes to the Yogin whose mind is at peace, who is free of evil, from whom the Rajas has departed, and who has become the Brahman.",6.27,"['comes to', 'at peace', 'free', 'from']",4,"['comes to', 'at peace', 'free']",['comes to'],3,1
6,28," Thus devoting himself to the Yoga of the self, freed from impurities, the Yogin easily attains the supreme bliss of contact with the Brahman.",6.28,"['devo', 'to', 'free', 'from', 'ains', 'bliss', 'contact with']",7,"['devo', 'free', 'ains', 'bliss', 'contact with']",[],5,0
6,29, He whose mind is fixed in Yoga sees eality everywhere; he sees his self as abiding in all beings and all beings in his self.,6.29,"['fixed in', 'se', 'se', 'in', 'in']",5,"['fixed in', 'se', 'se']",['fixed in'],3,1
6,30, To him who sees Me in every self and sees every self in Me - I am not lost to him and he is not lost to Me.,6.30,"['To', 'se', 'in', 'se', 'in', 'lost to', 'lost to']",7,"['se', 'se', 'lost to', 'lost to']","['lost to', 'lost to']",4,2
6,31," The Yogin who, fixed in oneness, worships Me dwelling in all beings - he abides in Me, howsoever he may live.",6.31,"['fixed in', 'worship', 'in']",3,"['fixed in', 'worship']",['fixed in'],2,1
6,32," He who, by reason of the similarity of selves everywhere, sees the pleasure or pain as the same everywhere - that Yogin, O Arjuna, is deemed as the nighest.",6.32,['sees'],1,['sees'],[],1,0
6,33," Arjuna said  This Yoga of eality, which has been declared by You, O Krsna, I do not see that it can be steady because of the fickleness of the mind.",6.33,"['This', 'see', 'steady', 'fickle']",4,"['see', 'steady', 'fickle']",['see'],3,1
6,34," For the mind is fickle, O Krsna, impetuous, powerful and stubborn. I think that restraint of it is as difficult as that of the wind.",6.34,"['fickle', 'impet', 'ous', 'powerful', '', 'born', 'restraint', 'that']",8,"['fickle', 'impet', 'ous', 'powerful', 'born', 'restraint']",[],6,0
6,35," The Lord said  The mind is hard to  subdue and fickle, no doubt, O mighty-armed one, but , O son of Kunti, by practice and by the exercise of dispassion it can be brought under control.",6.35,"['hard', 'du', 'fickle', 'son', 'exercise', 'brought under control']",6,"['hard', 'du', 'fickle', 'son', 'exercise', 'brought under control']",['brought under control'],6,1
6,36," In my opinion Yoga is hard to attain by a person of unrestrained mind. However, it can be attained through right means by him, who strives for it and has a subdued mind.",6.36,"['In', 'hard', 'attain', 'strained', 'through', 'means', 'stri']",7,"['hard', 'attain', 'strained', 'means', 'stri']",['strained'],5,1
6,37," Arjuna said  If a person, who is possessed of faith but has put in only inadeate effort, finds his mind wandering away from Yoga, and then fails to attain perfection - what way does he go, O Krsna?",6.37,"['possess', 'put in', 'find', 'wandering away from', 'attain', 'way', 'go']",7,"['possess', 'put in', 'find', 'wandering away from', 'attain', 'way', 'go']","['find', 'wandering away from', 'go']",7,3
6,39," You should altogether remove this doubt of mine, O Krsna, for there  is no other remover of this doubt thanYou.",6.39,"['remove this', 'remover', 'this']",3,"['remove this', 'remover']",['remove this'],2,1
6,40," The Lord said  Neither here (in this world) nor there (in the next), Arjuna, is there destruction for him. For, no one who does good ever comes to an evil end.",6.40,"['Lord', 'in this', 'in', 'next', 'there destruction', 'comes to', 'evil end']",7,"['Lord', 'in this', 'next', 'there destruction', 'comes to', 'evil end']",['comes to'],6,1
6,41, He who has fallen away from Yoga is born again in the house of the pure and prosperous after having attained to the worlds of doers of good deeds and dwelt there for many long years.,6.41,"['fallen away from', 'pure', 'after', 'to', 'world', 'ers', 'long']",7,"['fallen away from', 'pure', 'world', 'ers', 'long']",['fallen away from'],5,1
6,42, Or he is born in a family of wise Yogins. But such a birth in this world is rarer to get.,6.42,"['in', 'in this', 'get']",3,"['in this', 'get']",['get'],2,1
6,43," There he regains the disposition of mind which he had in his former body, O Arjuna, and from there he strives much more for success inYoga.",6.43,"['There', 'reg', 'disposition', 'had', 'from there', 'in']",6,"['reg', 'disposition', 'had', 'from there']",['had'],4,1
6,44," By the power of his earlier practice, he is carried forward even against his will. Even though he is an enirer about Yoga, he transcends the Sabda-brahman i.e., Prakrti or matter.",6.44,"['power', 'against', 'about', 'transcend']",4,"['power', 'transcend']",[],2,0
6,45," But the Yogin striving earnestly, cleansed of all his stains, and perfected through many births, reaches the supreme state.",6.45,"['through', 'reach']",2,['reach'],[],1,0
6,46," Greater than the austere, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin.",6.46,['Great'],1,['Great'],[],1,0
6,47," He who with faith worships Me, whose inmost self is fixed in Me, I consider him as the greatest of the Yogins.",6.47,"['with', 'fixed in', 'consider']",3,"['fixed in', 'consider']","['fixed in', 'consider']",2,2
7,1," The Lord said  With your mind focussed on Me, having Me for your support and practising Yoga - how you can without doubt know Me fully, hear, O Arjuna.",7.1,"['Lord', 'With', 'focus', 'on', 'support', 'without']",6,"['Lord', 'focus', 'support']",[],3,0
7,2," I will declare to you in full, this knowledge (of God) along with the knowledge which makes it distinguished (Vijnana), knowing which nothing else remains to be known.",7.2,"['to', 'full', 'this', 'makes', 'remain']",5,"['full', 'makes', 'remain']",['makes'],3,1
7,3," Among thousands of men, some one strives for perfection; even among those who strive for perfection, some one only knows Me; and among those who know Me, some one only knows Me in reality.",7.3,"['among', 'among', 'in']",3,[],[],0,0
7,4," Earth, water, fire, air, ether, Manas, Buddhi and ego-sense - thus My Prakrti is divided eightfold.",7.4,['divide'],1,['divide'],[],1,0
7,5," This is My lower Prakrti. But, O mighty-armed One, know that My higher nature is another. It is the life-principle (Jiva-bhuta), by which this universe is sustained.",7.5,"['This', 'lower', 'higher nature', 'principle', 'this', 'sustain']",6,"['lower', 'higher nature', 'principle', 'sustain']",[],4,0
7,6," Know that all beings have these two for the source of their birth. Therefore, I am the origin and the dissolution of the whole universe.",7.6,"['have these', 'source', 'dissolution']",3,"['have these', 'source', 'dissolution']",['have these'],3,1
7,7," There is nothing higher than Myself, O Arjuna. All this is strung on Me, as rows of gems on a thread.",7.7,"['higher', 'this', 'strung on', 'rows', 'gems on', 'thread']",6,"['higher', 'strung on', 'rows', 'gems on', 'thread']",[],5,0
7,8," I am the taste in the waters, O Arjuna! I am the light in the sun and the moon; the sacred syllable Om in all the Vedas; sound in the ether; and manhood in men am I.",7.8,"['in', 'hood in']",2,['hood in'],[],1,0
7,9," I am the pure smell in the earth; I am the brilliance in the fire; I am the life-principle in all beings, and austerity in ascetics.",7.9,"['in', 'fire', 'le in', 'in']",4,"['fire', 'le in']",[],2,0
7,10," Know Me to be, O Arjuna, the primeval seed of all beings. I am the intelligence of the discerning, and the brilliance of the brilliant.",7.10,['val seed'],1,['val seed'],[],1,0
7,11," In the strong, I am strength, devoid of desire and passion. In all beings, I am the desire which is not forbidden by law (Dharma), O Arjuna.",7.11,"['In', 'strong', 'strength', 'devoid', 'In']",5,"['strong', 'strength', 'devoid']",[],3,0
7,12," Know that all those states of Sattva, Rajas and Tamas are from Me alone. But I am not in them; they are in Me.",7.12,"['those', 'from']",2,[],[],0,0
7,13," The entire universe is deluded by these three states originating from the Gunas (of Prakrti), and fails to recognise Me, who am beyond them and immutable.",7.13,"['ded', 'these', 'ting from', 'fail', 'se', 'beyond them', 'mu']",7,"['ded', 'ting from', 'fail', 'se', 'beyond them', 'mu']","['ded', 'ting from']",6,2
7,14," (a) For this divine Maya or Mine consisting of the three Gunas (assumed for purposes of sport) is hard to overcome৷৷.

(b) ৷৷. But those who take refuge in Me (Prapadyante) alone shall pass beyond the Maya.",7.14,"['this', 'hard', 'come', 'take refuge in', 'pass']",5,"['hard', 'come', 'take refuge in', 'pass']","['come', 'take refuge in']",4,2
7,15," The evil-doers, the foolish, the lowest of men, those persons deprived of knowledge by delusion (Maya) and those who are dominated by demoniac nature - they do not seek refuge in Me.",7.15,"['lowest', 'those', 'domina', 'seek refuge in']",4,"['lowest', 'domina', 'seek refuge in']",[],3,0
7,16," Four types of men of good deeds worship Me, O Arjuna, These are the distressed, the seekers after knowledge, the wealth-seekers, and the men of knowledge.",7.16,"['worship', 'These', 'see', 'after', 'see']",5,"['worship', 'see', 'see']","['see', 'see']",3,2
7,17," Of these, the man of knowledge, being ever with Me in Yoga and devoted to the One only, is the foremost; for I am very dear to the man of knowledge and he too is dear to Me.",7.17,"['these', 'in', 'to', 'to', 'to']",5,[],[],0,0
7,18," All these are indeed generous (udarah), but I deem the man of knowledge to be My very self; for he, integrated, is devoted to Me alone as the highest end.",7.18,"['these', 'integrat', 'devo', 'to', 'highest end']",5,"['integrat', 'devo', 'highest end']",[],3,0
7,19," At the end of many births, the man of knowledge finds refuge in Me, realising that 'Vasudeva is all.' It is very hard to find such a great-souled person.",7.19,"['At', 'end', 'find', 'refuge in', 'hard', 'great', 'souled']",7,"['end', 'find', 'refuge in', 'hard', 'great', 'souled']","['find', 'souled']",6,2
7,20," Controlled by their inherent nature, and deprived of knowledge by various desires, worldly-minded men resort to other gods, observing various disciplines.",7.20,"['Control', 'nature', 'depri', 'resort to', 'observ']",5,"['Control', 'nature', 'depri', 'resort to', 'observ']",[],5,0
7,21," Whichever devotee seeks to worship with faith whatever form, I make that very faith steadfast.",7.21,"['se', 'with', 'form', 'make that', 'ste', 'fast']",6,"['se', 'form', 'make that', 'ste', 'fast']",[],5,0
7,22," Endowed with that faith, he worships that form and thence gets the objects of his desire, granted in reality by Me alone.",7.22,"['Endo', 'with that', 'that form', 'object', 'in']",5,"['Endo', 'with that', 'that form', 'object']",[],4,0
7,23, But limited is the fruit gained by these men of small understanding. The worshippers of the gods will go to the gods but My devotees will come to Me.,7.23,"['fruit gain', 'these', 'small', 'worship']",4,"['fruit gain', 'small', 'worship']",[],3,0
7,24," Not knowing My higher nature, immutable and unsurpassed, the ignorant think of Me as an unmanifest entity who has now become manifest.",7.24,['higher nature'],1,['higher nature'],[],1,0
7,25," Veiled by My Maya, I am not manifest to all. This deluded world does not recognize Me as the unborn and immutable.",7.25,"['Veiled', 'to', 'This', 'ded', 'recognize', 'unborn', 'immutable']",7,"['Veiled', 'ded', 'recognize', 'unborn', 'immutable']","['Veiled', 'ded', 'recognize']",5,3
7,26," I know all beings, O Arjuna, past, present and those to come; but no one knows Me.",7.26,['those'],1,[],[],0,0
7,27," By the delusion of the pairs of opposites springing from desire and hate, O Arjuna, all beings are deluded as soon as they are born.",7.27,"['pair', 'opposites springing from']",2,"['pair', 'opposites springing from']",['opposites springing from'],2,1
7,28," But the doers of good deeds, whose sins have come to an end, are freed from the delusion of the pairs of opposites. They worship Me, steadfast in their vows.",7.28,"['doers', 'come to', 'end', 'freed from', 'pair', 'opposite', 'ste', 'fast in']",8,"['doers', 'come to', 'end', 'freed from', 'pair', 'opposite', 'ste', 'fast in']",[],8,0
7,29," Those who take refuge in Me and strive for deliverance from old age and death, know brahman (or the self) all about the nature of that self, and the entire Karma (or activities leading to rirth).",7.29,"['Those', 'take refuge in', 'strive', 'deliver', 'from old', 'about', 'nature', 'that', 'leading to']",9,"['take refuge in', 'strive', 'deliver', 'from old', 'nature', 'leading to']","['take refuge in', 'leading to']",6,2
7,30," And those who know Me with the Adhibhuta, Adhidaiva and the Adhiyajna, they too, with their minds fixed in meditation, know Me even at the hour of death.",7.30,"['those', 'with', 'with', 'fixed in', 'at']",5,['fixed in'],['fixed in'],1,1
8,2," O Madhusudana, how, and who, is the entity existing in the sacrifice here in this body? And at the time of death, how are You to be known by people of concentrated minds?

 Who and how is Adhiyajna here in this body, O destroyer of Madhu (Krishna)? And how at the time of death, art Thou to be known by the self-controlled?

 In order to settle these estions seriatim -",8.2,"['in', 'sacrifice', 'at', 'concentrated', 'destroyer', 'at', 'settle these']",7,"['sacrifice', 'concentrated', 'destroyer', 'settle these']","['concentrated', 'settle these']",4,2
8,3," The Blessed Lord said  The Immutable is the supreme Brahman; self-hood is said to the entity present in the individual plane. By action is meant the offerings which bring about the origin of the existence of things.

 The Blessed Lord said  Brahman is the Imperishable, the Supreme; Its essential nature is called Self-knowledge; the offering (to the gods) which causes existence and manifestation of beings and which also sustains them is called action.

 Aksaram means that which does not perish (na ksarati), the supreme Self. This agrees with the Upanisadic text, 'Under the mighty rule of this Immutable, O Gargi৷৷.' (Br. 3.8.9). And (the letter) Om is not accept here [as the meaning of aksara (lit. letter)], because of its being mentioned (as a letter) later on in, 'The single letter Om, which is Brahman' (13). Besides, the adjective 'supreme' is more apporpriate with regard to the absolute, immutable Brahman.
By svabhava, self-hood, is meant the eixtence of that very supreme Brahman in every body as the indwelling Self. Svabhavah ucyate, self-hood is said to be, is referred to by the word; adhyatmam, the entity which, as the indwelling Self, exists in the body (atma) by making it its habitat (adhikrtya), and which in the ultimate analysis is the supreme Brahman.
Visargah, the offerings, the giving away to gods of things like porridge [Caru: An oblations of rice, barley and pulse boiled-together to be offered to gods.], cake, etc.; bhuta-bhava-udbhava-karah, which bring about the origin of the existence of things; is karma-sanjnitah, meant by action. This sacrifice consisting in pouring of oblations is called action. The existence (bhava) of (moving and nonmoving) things (bhuta) is bhuta-bhava. The coming into being (udbhava) of that (existence) is bhuta-bhava-udbhavah. That which causes (karoti) this is bhuta-bhava-udbhava-karah, i.e. the originator of existing things. It is needed from this source that all bengs, moving and non-moving, originate thorugh the successive processes of railfall etc. (see 3.14-15).",8.3,"['mu', 'to', 'in', 'plane', 'bring about', 'nature', 'to', 'sustain', 'that', 'This agree', 'with', 'Under', 'mighty rule', 'this', 'mu', 'here', 'on in', 'mu', 'that', 'well', 'to', 'well', 'habitat', 'in', 'to', 'bring about', 'This sacrifice', 'in pour', 'mo', 'coming into', 'that', 'That']",32,"['mu', 'plane', 'bring about', 'nature', 'sustain', 'This agree', 'mighty rule', 'mu', 'here', 'on in', 'mu', 'well', 'well', 'habitat', 'bring about', 'This sacrifice', 'in pour', 'mo', 'coming into']",['coming into'],19,1
8,4," The which exists in the physical plane is the mutable entity, and what exists in the divine plane is the Person. O best among the embodied beings, I Myself am the entity that exists in the sacrifice in this body.

 Adhibhuta (knowledge of the elements) pertains to My perishable Nature and the Purusha or the Soul is the Adhidaiva; I alone am the Adhiyajna here in this body, O best among the embodied (men).

 Adhibhutam, that which exists in the physical plane, i.e. that which exists by comprising all creatures;-what is it?-it consists of the ksarah bhavah, mutable entity. Ksarah is that which is mutable, which is destructible; bhavah means anything whatsoever that has orgination. This is meaning.
Purusah means the Person, derived in the sense of he by whom all things are pervaded; or, he who lies in every heart. He is Hiranyagarbha, who resides in the Sun and sustains the organs of all creatures. He is adhi-daivatam, the entity existing in the divine plane.
Deha-bhrtam-vara, O best among the embodied beings; adhiyajnah, the entity existing in sacrifices, is the Deity, called Visnu, presiding over all sacrifices-which agrees with the Vedic text, 'Sacrifice is indeed Vishu' (Tai, Sam. 1.7.4). Aham eva, I Myself, who am that very Visnu; am adhiyajnah, the entity existing in the sacrifice; which is going on atra dehe, in this body. Since a sacrfice is performed with body, therefore it is closely associated with the body. In this sense it is said to be going on in the body.",8.4,"['among', 'in', 'this', 'pertain', 'to', 'among', 'that', 'that', 'that', 'has', 'This', 'in', 'sense', 'vad', 'li', 'in', 'in', 'plane', 'among', 'in', 'over', 'agree', 'with', 'that', 'in', 'this', 'with', 'close', 'with', 'In this']",30,"['pertain', 'has', 'sense', 'vad', 'li', 'plane', 'agree', 'close', 'In this']",['has'],9,1
8,5," And at the time of death, anyone who departs by giving up the body while thinking of Me alone, he attains My state. There is no doubt about this.

 And whosoever, leaving the body, goes forth remembering Me alone, at the time of death, he attains My Being: there is no doubt about this.

 Ca, and ; anta-kale, at the time of death; yah, anyone who; prayati, departs; muktva, by giving up; the kalevaram, body; smaran, while thinking; mam eva, of Me alone, who am the supreme Lord Visnu; sah, he; yati, attains; madhavam, My state, the Reality that is Vishu, Asti, there is; na, no; samsayah, doubt; atra, about this, in this regard, as to whether he attains (Me) or not.
'This rule does not apply in relation to me alone.' 'What then?'",8.5,"['at', 'state', 'about this', 'at', 'about this', 'at', 'state', 'about this', 'in this regard', 'This rule', 'apply', 'then']",12,"['state', 'about this', 'about this', 'state', 'about this', 'in this regard', 'This rule', 'apply', 'then']",['apply'],9,1
8,6," O son of Kunti, thinking of any entity whichever it may be one gives up the body at the end, he attains that very one, having been always engrossed in its thought.

 Whosoever at the end leaves the body, thinking of any being, to that being only does he go, O son of Kunti (Arjuna), because of his constant thought of that being.

 O Son of Kunti, smaran, thinking of; bhavam, any entity, any particular deity; yam yam va api, which ever it may be; tyajati, one gives up; the kalevaram, body; ante, at the end, at the time of the departure of life; eti, he attains; tam tam eva, that very one, that very entity which is remembered-none else; having been sada, always; tadbhava-bhavitah, engrossed in its thought. Engrossment in it is tad-bhavah; one by whom that is remembered as a matter of habitual recollection is tadbhava-bhavitah.
Since the last thought is thus the cause of aciring the next body-",8.6,"['at', 'end', 'that', 'in', 'at', 'end', 'to that', 'go', 'that', 'at', 'end', 'at', 'departure', 'that', 'that', 'in', 'in', 'next']",18,"['end', 'end', 'to that', 'go', 'end', 'departure', 'next']",['go'],7,1
